season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site
2025,8,2025-10-18 21:00:00+00:00,SE Louisiana,Northwestern State,Strawberry Stadium,True,,,,53.581590599499954,38.3299305893127,15.189108362499514,0.0,23.14082222681319,medium,,,,False,,,,,
2025,8,2025-10-18 21:00:00+00:00,Northern State,Southwest Minnesota State,Swisher Field,True,,,,50.27773960415329,35.74293690427837,13.722963513687905,0.0,22.01997339059047,medium,,,,False,,,,,
2025,8,2025-10-18 21:00:00+00:00,Endicott College,Western New England,Hempstead Stadium,True,71.24000000000001,10.0040731,0.0,59.20019652782381,34.18084802262906,23.03136811362204,-0.4503665789999999,11.14947990900702,medium,,,,False,,,,,
2025,8,2025-10-18 22:00:00+00:00,Newberry,Mars Hill,Setzler Field,True,,,,46.204204577449566,27.004946707501745,22.980330738691112,0.0,4.024615968810632,medium,,,,False,,,,,
2025,8,2025-10-18 22:05:00+00:00,East Stroudsburg University,Shippensburg,Eiler-Martin Stadium,True,66.74000000000001,2.9204437000000003,0.0,40.62293896780348,29.70418049526537,12.986047896998176,0.0,16.718132598267196,medium,,,,False,,,,,
2025,8,2025-10-18 22:30:00+00:00,Virginia,Washington State,Scott Stadium,False,70.88,4.5981454,0.0,47.53924369858157,17.223798308772974,30.85218382761561,0.0,-13.628385518842638,medium,47.98,0.0,-0.12,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,Millikin,Illinois Wesleyan,Frank M. Lindsay Field,True,,,,40.24227946206123,9.068198440487912,28.852613752900925,0.0,-19.78441531241301,medium,,,,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,Tarleton State,West Georgia,"Memorial Stadium (Stephenville, TX)",True,82.75999999999999,4.9088309,0.0,54.84640154245624,25.006760824291533,29.12277673507247,0.0,-4.116015910780938,medium,,,,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,Eastern Washington,Idaho,Roos Field,True,,,,60.058754268067176,39.81663294346061,18.862072279602213,0.0,20.9545606638584,medium,,,,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,Centre College Kentucky,Southwestern University,Farris Stadium,True,74.12,5.592339,0.0,53.00276263895124,34.949178706161824,18.57135673375016,-0.0533105099999999,16.37782197241167,medium,,,,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,Missouri Western,Pittsburg St,Craig Field at Spratt Memorial Stadium,True,,,,50.10180148200455,21.885386288732576,28.468092200710583,0.0,-6.58270591197801,medium,,,,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,McNeese,Houston Christian,Cowboy Stadium,True,83.12,4.411734099999999,0.3,52.75866580908159,27.67569486725853,22.196342086871727,0.0,5.4793527803868045,medium,,,,False,,,,,
2025,8,2025-10-18 23:00:00+00:00,Stephen F. Austin,Nicholls,Homer Bryce Stadium,True,77.9,3.1689921,0.0,59.44575690291742,29.837963945652746,30.7248145904597,0.0,-0.8868506448069589,medium,,,,False,,,,,
2025,8,2025-10-18 23:30:00+00:00,Notre Dame,USC,Notre Dame Stadium,False,,,,48.65453203760154,25.691492125191143,18.61979244092323,0.0,7.071699684267912,medium,,,,False,,,,,
2025,8,2025-10-19 00:00:00+00:00,West Texas A&M,Eastern New Mexico,Buffalo Stadium,True,84.2,9.320565,0.0,52.83635960129196,25.60518084014339,25.19761804159763,-0.38885085,0.4075627985457615,medium,,,,False,,,,,
2025,8,2025-10-19 00:00:00+00:00,Central Oklahoma,Emporia State University,Wantland Stadium,True,,,,57.43665752021054,24.5728959625351,31.345229459659905,0.0,-6.772333497124805,medium,,,,False,,,,,
2025,8,2025-10-19 00:30:00+00:00,Southern Utah,Abilene Christian,Eccles Coliseum,True,86.9,5.716613199999999,0.0,60.134194842437765,23.09480536149272,35.56379934438771,-0.0644951879999999,-12.468993982894986,medium,,,,False,,,,,
2025,8,2025-10-19 01:00:00+00:00,Central Washington,Texas A&M-Kingsville,Tomlinson Stadium,True,95.54,8.5749198,0.0,48.05650907586832,25.99247737020425,24.107992440919507,-0.321742782,1.8844849292847456,medium,,,,False,,,,,
2025,8,2025-10-19 01:00:00+00:00,Western New Mexico,Sul Ross State,Ben Altamirano Field,True,70.7,9.5691134,0.0,51.88733089069531,22.98311426715513,27.15102093668813,-0.4112202060000001,-4.167906669533,medium,,,,False,,,,,
2025,8,2025-10-19 02:00:00+00:00,Redlands,Pomona Pitzer,Ted Runner Stadium,True,98.78,14.2293959,0.0,38.99317001785536,12.571386506133273,29.298615372808182,-0.830645631,-16.727228866674913,medium,,,,False,,,,,
2025,8,2025-10-19 02:00:00+00:00,California Lutheran University,Chapman,William Rolland Stadium,True,93.38,11.4953635,0.0,52.9037612788479,17.108514477362128,33.97020650668006,-0.584582715,-16.861692029317926,medium,,,,False,,,,,
2025,8,2025-10-19 02:00:00+00:00,Oregon State,Lafayette,Reser Stadium,False,85.82,13.297339399999998,0.0,47.57791201124656,35.099322063828794,17.544212696359374,-0.746760546,17.555109367469424,medium,57.47,3.44,-0.03,False,,,,,
2025,8,2025-10-19 02:30:00+00:00,Stanford,Florida State,Stanford Stadium,True,,,,42.93267853222972,17.114913021755545,22.60193480298,0.0,-5.487021781224449,medium,61.83,4.61,-0.0,False,,,,,
2025,9,2025-10-21 23:00:00+00:00,Florida International,Kennesaw State,Pitbull Stadium,True,82.75999999999999,6.2758471,2.8,54.91121232123415,18.170087641100498,36.14407029615579,-0.114826239,-17.973982655055288,medium,79.63,10.36,-0.8,True,,,,,
2025,9,2025-10-21 23:30:00+00:00,Louisiana Tech,Western Kentucky,Joe Aillet Stadium,True,84.38000000000001,1.9262501,0.0,57.19710987584217,22.49684513103995,33.008383017360536,0.0,-10.511537886320584,medium,80.51,5.75,-0.11,True,,,,,
2025,9,2025-10-22 23:30:00+00:00,Delaware,Middle Tennessee,Delaware Stadium,True,72.14,3.3554034,0.0,47.87877524091446,27.632073406089884,23.439343431107574,0.0,4.19272997498231,medium,62.26,2.3,-0.0,False,,,,,
2025,9,2025-10-23 01:00:00+00:00,New Mexico State,Missouri State,Aggie Memorial Stadium,True,78.62,26.4082675,0.0,57.21702901475872,23.43745968446453,36.07626312154006,-1.926744075,-12.638803437075527,medium,91.65,0.0,-0.0,True,no_location,,,,
2025,9,2025-10-23 23:30:00+00:00,Georgia State,South Alabama,Center Parc Stadium,True,81.5,9.0098795,0.0,58.97870434823915,26.471081154906432,30.749355851882623,-0.360889155,-4.278274696976194,medium,69.1,23.02,-2.7,False,,,,,
2025,9,2025-10-24 22:00:00+00:00,Dartmouth,Columbia,Memorial Field,True,,,,47.98357166703071,29.539170551909248,14.345622599052849,0.0,15.1935479528564,medium,,,,False,,,,,
2025,9,2025-10-24 23:00:00+00:00,Charlotte,North Texas,Jerry Richardson Stadium,True,77.18,3.4175405,0.0,65.53856785571598,25.085354915566004,40.107419403384135,0.0,-15.022064487818133,medium,66.58,14.97,-1.5,False,,,,,
2025,9,2025-10-24 23:30:00+00:00,Virginia Tech,California,Lane Stadium,True,64.22,4.7845567,0.7,49.33584609871016,23.43891159665332,23.07623356029355,0.0,0.362678036359771,medium,67.44,6.91,-0.29,True,,,,,
2025,9,2025-10-25 02:00:00+00:00,Nevada,Boise State,Mackay Stadium,True,90.32,2.9825808,0.0,52.11142689851024,15.612831126483895,36.72218765295175,0.0,-21.109356526467856,medium,74.97,12.17,-1.08,False,,,,,
2025,9,2025-10-25 02:30:00+00:00,Sacramento State,Montana,Hornet Stadium,True,102.02,5.4059277,0.0,56.79447328735867,22.88493582880149,30.31417716018483,-0.036533493,-7.429241331383338,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Chapman,Claremont-Mudd-Scripps College,Ernie Chapman Stadium,True,,,,49.11438001263984,21.217713147915266,22.97357172605081,0.0,-1.7558585781355482,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Idaho,Portland State,Kibbie Dome,True,95.72,3.7903631,0.0,66.38163652797431,32.40660005146389,31.9156490650927,0.0,0.4909509863711889,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Northern Colorado,UC Davis,Nottingham Field,True,84.02,12.9866539,0.0,56.16736598368405,13.392454395238818,44.49954081840559,-0.7187988510000001,-31.107086423166777,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Tennessee State,Western Illinois,Nissan Stadium,True,82.94,2.485484,0.0,58.10065510806612,30.39038036920296,24.45199591390791,0.0,5.938384455295051,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Lincoln (PA),Elizabeth City State,Lincoln University Stadium,True,,,,47.88385519643944,27.12853381871448,19.93604548345872,0.0,7.192488335255753,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Fresno State,San Diego State,Valley Children's Stadium,True,105.26,6.5865326,0.0,45.04984695658119,18.62970736239052,22.290163867811767,-0.142787934,-3.660456505421248,medium,86.45,8.05,-0.46,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,New Mexico,Utah State,University Stadium (NM),True,87.26,14.9750411,0.0,59.37619980357233,19.74402145394772,40.73605905330709,-0.897753699,-20.99203759935937,medium,96.84,7.25,-0.34,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Old Dominion,App State,S.B. Ballard Stadium,True,,,,55.62102186386691,16.932317594082328,36.22445255827663,0.0,-19.292134964194304,medium,66.29,8.12,-0.47,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Arkansas State,Georgia Southern,Centennial Bank Stadium,True,89.24,9.1962908,0.0,50.218691131993246,24.97630946911136,26.647460595876986,-0.377666172,-1.671151126765622,medium,76.89,8.05,-0.46,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Southern Miss,UL Monroe,M. M. Roberts Stadium,True,86.9,4.4738712000000005,0.0,53.78562851673277,28.27407870735249,23.171591908410345,0.0,5.102486798942149,medium,83.84,6.91,-0.29,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Troy,Louisiana,Veterans Memorial Stadium (AL),True,80.06,3.8525002,0.0,54.72630682247198,22.29978817215986,31.86615699718629,0.0,-9.56636882502643,medium,62.02,5.75,-0.11,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Memphis,South Florida,Simmons Bank Liberty Stadium,True,88.88000000000001,7.5807262,0.0,62.04549894347581,36.554143383828574,21.51642888216771,-0.2322653579999999,15.037714501660869,medium,64.27,8.05,-0.46,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Tulsa,Temple,Chapman Stadium,True,80.42,4.411734099999999,0.2,48.47969634268871,26.974087253989072,20.89206591030789,0.0,6.082021343681184,medium,67.05,12.66,-1.15,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Buffalo,Akron,UB Stadium,True,69.98,6.027298699999999,0.0,52.026814739142296,33.12002636731327,21.124649456007138,-0.0924568829999999,11.995376911306137,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Northern Illinois,Ball State,Huskie Stadium,True,73.75999999999999,2.7340324000000003,0.0,47.8507518164061,22.609232252555827,24.15149986151416,0.0,-1.5422676089583334,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Kent State,Bowling Green,Dix Stadium,True,70.16,9.0098795,0.0,50.38412029902248,24.337392307279863,29.600490850668205,-0.360889155,-5.263098543388342,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Central Michigan,Massachusetts,Kelly/Shorts Stadium,True,,,,51.247050547881166,29.01137576873618,20.3649672620604,0.0,8.646408506675787,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Eastern Michigan,Ohio,Rynearson Stadium,True,72.32,9.5069763,0.0,58.80128036106056,22.688757541135303,32.39872826064255,-0.405627867,-9.709970719507249,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Miami (OH),Western Michigan,Yager Stadium,True,,,,55.13877053769036,18.17106049770514,33.437659379017845,0.0,-15.266598881312705,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Ferrum,ERSKINE,W.B. Adams Stadium,False,,,,47.23452978508655,29.62137128043748,15.682947319736847,0.0,13.93842396070063,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Quincy,Missouri S&T,QU Stadium,True,79.7,2.2990727,0.3,61.798606650983785,33.78021743991873,34.36312608897943,0.0,-0.5829086490606983,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Rice,UConn,Rice Stadium,False,87.8,7.5807262,0.0,56.70932788313726,26.99956383894113,28.421222997778536,-0.2322653579999999,-1.4216591588374072,medium,70.41,10.07,-0.76,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,West Virginia,TCU,Milan Puskar Stadium,True,69.25999999999999,5.3437906,0.0,47.78373457491456,21.001182976897965,21.057419604332694,-0.030941154,-0.0562366274347283,medium,48.0,0.0,-0.12,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Utah,Colorado,Rice-Eccles Stadium,True,87.61999999999999,9.8176618,0.0,49.63435045708177,30.25129105041144,15.946558730854594,-0.433589562,14.304732319556848,medium,61.74,5.39,-0.06,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Texas Tech,Oklahoma State,Jones AT&T Stadium,True,84.2,8.8856053,0.0,49.2865160884842,18.376079282512546,25.88359172280668,-0.349704477,-7.507512440294132,medium,82.51,14.97,-1.5,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Kansas,Kansas State,Memorial Stadium,True,71.96,14.291533,0.3,60.564491941993005,16.288784979015954,41.11184048021939,-0.83623797,-24.82305550120344,medium,69.89,8.99,-0.6,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Iowa State,BYU,Jack Trice Stadium,True,68.72,9.1962908,0.0,45.026981996567066,18.898914630410584,19.47827358935723,-0.377666172,-0.5793589589466457,medium,61.23,11.5,-0.97,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Cincinnati,Baylor,Nippert Stadium,True,74.3,7.0214923,0.0,47.54750760930438,24.02152258879809,21.073238236222984,-0.181934307,2.9482843525751044,medium,63.81,6.91,-0.29,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Arizona State,Houston,Mountain America Stadium,True,105.26,4.2253228,0.0,46.78728965968023,21.739970285993422,25.247614843031112,0.0,-3.5076445570376897,medium,100.24,1.99,-0.0,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Pittsburgh,NC State,Acrisure Stadium,True,73.04,6.8972181,0.0,43.49581194034883,22.397674254055737,18.89159019993308,-0.1707496289999999,3.50608405412266,medium,62.69,1.99,-0.0,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Louisville,Boston College,L&N Federal Credit Union Stadium,True,78.98,7.456452,0.0,45.96643054138338,25.85595608201428,14.63591795608632,-0.2210806799999999,11.22003812592796,medium,63.01,1.99,-0.0,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Wake Forest,SMU,Allegacy Federal Credit Union Stadium,True,76.1,7.3321778,0.0,56.51940660583925,25.433185647741865,29.834997624258328,-0.209896002,-4.401811976516466,medium,69.44,10.36,-0.8,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Oregon,Wisconsin,Autzen Stadium,True,88.16,1.9883872,0.0,52.114617412180806,27.457689278744173,20.603951164852923,0.0,6.85373811389125,medium,56.55,1.01,-0.03,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Indiana,UCLA,"Memorial Stadium (Bloomington, IN)",True,72.14,6.5243955,0.0,49.77602692991502,22.80022424847259,28.3655829363446,-0.1371955949999999,-5.56535868787201,medium,59.41,0.0,-0.01,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Purdue,Rutgers,Ross-Ade Stadium,True,73.58,6.4622584000000005,0.0,45.32486647245079,25.411395604430417,19.18736623768526,-0.131603256,6.224029366745157,medium,58.64,1.01,-0.01,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Nebraska,Northwestern,"Memorial Stadium (Lincoln, NE)",True,63.68,12.9866539,1.8,38.716092419171645,19.944180755760765,16.4308050426479,-0.7187988510000001,3.5133757131128647,medium,59.32,1.01,-0.01,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Iowa,Minnesota,Kinnick Stadium,True,72.86,5.840887400000001,0.7,37.183937298002576,16.692774024922276,16.970771086428822,-0.075679866,-0.2779970615065465,medium,72.88,12.71,-1.16,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Nichols College,Endicott College,Vendetti Field,True,,,,66.04504121328725,23.73240783863397,38.24760423599944,0.0,-14.515196397365468,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Concord University,West Virginia Wesleyan,Callaghan Stadium,True,,,,50.288096381302346,35.42742326578849,13.295670844357875,0.0,22.13175242143061,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Mercyhurst,Stonehill,Saxon Stadium,True,56.48,8.077823,0.0,47.86708548908691,24.48388850965679,25.84158538582454,-0.6290040700000004,-1.3576968761677506,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,St. Francis (PA),Robert Morris,DeGol Field,True,,,,48.40621892854608,29.18205699681278,22.14472006624172,0.0,7.037336930571062,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Howard,Morgan State,William H. Greene Stadium,True,,,,50.332955860077256,25.207021462369624,26.33949567261277,0.0,-1.132474210243149,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,North Carolina Central,Delaware State,O'Kelly-Riddick Stadium,True,79.16,8.1399601,0.0,44.2500987022792,29.124162958239808,13.923469403525797,-0.282596409,15.200693554714013,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Hendrix College,LYONCOLL,Young-Wise Memorial Stadium,False,,,,46.86644703029377,27.609775756159003,21.32192313482902,0.0,6.287852621329982,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,South Dakota,Illinois State,DakotaDome,True,64.22,10.1283473,0.0,45.67884049673775,20.768401403515863,25.02759521718658,-0.461551257,-4.259193813670716,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Missouri Southern State,Missouri Western,Fred G. Hughes Stadium,True,,,,62.729010097683336,24.33390906812033,34.301141127354214,0.0,-9.96723205923388,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Fairmont State,University Of Charleston (WV),Duvall-Rosier Field,True,,,,61.54796662735822,19.024215795433182,42.08963116837751,0.0,-23.06541537294433,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,North Carolina,Virginia,Kenan Stadium,True,74.3,6.4001213,0.0,47.9981082293856,30.512695595062954,17.80163722229719,-0.126010917,12.711058372765764,medium,76.62,1.01,-0.0,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Miami,Stanford,Hard Rock Stadium,True,86.0,7.3321778,2.6,45.423182924697954,22.69982259019832,19.03947904886821,-0.209896002,3.660343541330107,medium,85.75,8.05,-0.46,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Georgia Tech,Syracuse,Bobby Dodd Stadium,True,82.22,9.320565,0.0,49.02012690329949,23.142609977586027,28.32298468300065,-0.38885085,-5.1803747054146285,medium,79.03,16.11,-1.67,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Michigan State,Michigan,Spartan Stadium,True,89.78,11.7439119,0.0,41.546475917497325,13.997455651529473,23.9544270822875,-0.606952071,-9.956971430758028,medium,67.33,1.01,-0.0,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,Washington,Illinois,Husky Stadium,True,80.42,6.2758471,0.0,50.125383850572966,32.258644366535925,15.92036064504472,-0.114826239,16.3382837214912,medium,68.05,12.66,-1.15,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Vanderbilt,Missouri,FirstBank Stadium,True,80.96,8.8856053,0.0,50.84780129157185,15.092686151559471,34.585859053759634,-0.349704477,-19.493172902200165,medium,76.32,12.66,-1.15,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,South Carolina,Alabama,Williams-Brice Stadium,True,77.36,5.1573793000000006,0.0,49.96694902337366,11.858390650018432,35.46042124071203,-0.014164137,-23.602030590693595,medium,74.35,4.81,-0.0,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Oklahoma,Ole Miss,"Memorial Stadium (Norman, OK)",True,82.22,7.7050004,0.0,50.77079671381217,28.965365355617603,17.61552307174777,-0.243450036,11.349842283869831,medium,61.84,1.99,-0.0,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Mississippi State,Texas,Davis Wade Stadium,True,87.8,6.21371,0.0,44.49185771662341,18.056962867902808,22.216081381080084,-0.1092338999999999,-4.159118513177276,medium,80.62,8.05,-0.46,True,,,,,
2025,9,2025-10-25 04:00:00+00:00,LSU,Texas A&M,Tiger Stadium (LA),True,87.26,4.7224196,0.0,46.747518362356345,26.01675276769108,19.8731260132464,0.0,6.143626754444675,medium,65.16,13.04,-1.21,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Kentucky,Tennessee,Kroger Field,True,73.58,7.0214923,0.0,41.04700452607159,17.286727402346315,20.771622777180585,-0.181934307,-3.48489537483427,medium,46.96,3.04,-0.13,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Arkansas,Auburn,Razorback Stadium,True,71.6,2.9204437000000003,0.0,41.75466327819792,17.42370254559371,23.4312360057584,0.0,-6.007533460164684,medium,61.52,5.57,-0.09,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Idaho State,Northern Arizona,Holt Arena,True,,,,61.2943934544049,26.568720866682902,39.009391074108464,0.0,-12.440670207425558,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Norfolk State,South Carolina State,"William Dick"""" Price Stadium""""",True,72.5,9.8176618,0.0,52.95894687297803,20.476642818710896,35.05646309523335,-0.433589562,-14.579820276522447,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Prairie View A&M,Lincoln (CA),Panther Stadium,False,82.94,3.6039518,0.0,48.21321578906208,31.709923098803525,8.525847552024091,0.0,23.184075546779432,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,West Alabama,Delta State,Tiger Stadium (AL),True,,,,56.35445332048684,18.49947107998209,37.43241352809908,0.0,-18.932942448116982,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Southern,Florida A&M,Ace W. Mumford Stadium,True,,,,45.89820440076216,22.19624868749905,24.572184827923305,0.0,-2.3759361404242547,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,East Texas A&M,Stephen F. Austin,Memorial Stadium (Commerce TX),True,,,,59.58980966307946,23.07997312049404,36.26307719917247,0.0,-13.183104078678433,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,UT Rio Grande Valley,Incarnate Word,Robert and Janet Vackar Stadium,False,,,,57.02543668452825,25.636933042337528,32.87880957944955,0.0,-7.241876537112024,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Nicholls,McNeese,Manning Field at John L. Guidry Stadium,True,,,,48.23154862592041,24.44575572082947,24.80724133561565,0.0,-0.3614856147861793,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,South Dakota State,North Dakota State,Dana J. Dykhouse Stadium,True,69.62,6.648669699999999,1.3,51.3652737216256,21.649561904879302,27.382195305695326,-0.1483802729999999,-5.73263340081602,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Cornell,Brown,Schoellkopf Field,True,,,,51.52231618904028,25.06740567862185,29.02038526914633,0.0,-3.952979590524485,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,East Tennessee State,Wofford,William B. Greene Jr. Stadium,True,69.25999999999999,5.4059277,0.1,46.139741282183934,27.12392492201958,21.71400990983368,-0.036533493,5.409915012185902,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Furman,The Citadel,Paladin Stadium,True,72.5,5.840887400000001,0.3,44.48255489676713,27.36112681992645,17.772443145199233,-0.075679866,9.588683674727225,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Marist,Drake,Leonidoff Field,True,65.66,4.1010486,0.0,49.4055514897756,21.00536358557896,29.12381745051989,0.0,-8.118453864940932,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Princeton,Harvard,Princeton University Stadium,True,,,,49.59537891393823,21.836167486648275,21.15487498555438,0.0,0.6812925010938962,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Holy Cross,Colgate,Fitton Field,True,,,,53.77674335298996,34.11329861241798,20.505519998735632,0.0,13.607778613682346,medium,,,,False,,,,,
2025,9,2025-10-25 04:00:00+00:00,Wagner,Duquesne,Wagner College Stadium,True,,,,56.03741791192191,14.978632117197296,41.28460646277704,0.0,-26.30597434557973,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Bridgewater State,UMass Dartmouth,Edward C. Swenson Athletic Complex,True,,,,67.1355854651436,23.33474019947953,40.546109942968926,0.0,-17.211369743489396,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Bucknell,Georgetown,Christy Mathewson-Memorial Stadium,True,,,,57.06233619035702,26.435783158080262,29.76105622016178,0.0,-3.3252730620815143,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Worcester Polytechnic Institute,SUNY Maritime,"Alumni Stadium (Worcester, MA)",True,,,,46.82531459425601,22.722964905016,25.45064913161581,0.0,-2.7276842265998127,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Mass Maritime,Framingham State,Clean Harbors Stadium,True,63.68,4.7845567,0.0,39.11293148082126,13.980739155940569,23.2134658096472,0.0,-9.232726653706631,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Yale,Pennsylvania,Yale Bowl,True,,,,46.84524034682437,26.449418984089736,20.32527172403288,0.0,6.124147260056862,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Northern Michigan,Michigan Tech,Superior Dome,True,66.92,1.5534275,0.0,46.02632100648368,13.126191016661922,30.786235030043027,0.0,-17.660044013381103,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Davenport,Roosevelt,Farmers Insurance Athletic Complex,True,,,,44.58974495801976,28.94596575758748,14.470278897101494,0.0,14.47568686048598,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Hilbert College,Rensselaer,St. Francis High School,False,89.6,11.7439119,0.0,38.908400267549226,4.006181743977263,33.021091451308905,-0.606952071,-29.01490970733164,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Alfred University,Utica,Merrill Field at Yunevich Stadium,True,63.32,5.530201900000001,0.0,48.578324303504544,14.994779421258414,35.943809025804704,-0.047718171,-20.94902960454629,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Anna Maria College,Fitchburg State,Caparso Field,False,,,,59.07747010789206,48.78144943442534,8.397211139783826,0.0,40.38423829464151,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Findlay,Ohio Dominican,Donnell Stadium,True,71.78,11.2468151,0.0,41.09952899738513,25.67723346510235,14.58974786705062,-0.5622133589999999,11.08748559805173,medium,,,,False,,,,,
2025,9,2025-10-25 16:00:00+00:00,Dayton,Presbyterian,Welcome Stadium,True,73.94,6.648669699999999,0.0,55.77477751375474,32.65633583508102,20.23603618204975,-0.1483802729999999,12.420299653031272,medium,,,,False,,,,,
